stop_id,stop_name,stop_lon,stop_lat
41559,EDGAR/FRANCOIS,-73.796734,45.572676
41560,EDGAR/FLORE,-73.798122,45.573428
41561,EDGAR/HUDON,-73.798455,45.573436
41562,EDGAR/FELICIEN,-73.799804,45.574071
41563,EDGAR/FELICIEN,-73.800111,45.57398
41564,EDGAR/FOSTER,-73.802418,45.574064
41565,EDGAR/FOSTER,-73.802622,45.573893
41566,EDGAR/HUGUES,-73.805803,45.573319
41567,EDGAR/HUGUES,-73.805859,45.57311
41568,EDGAR/ISABELLE,-73.80794,45.571692
41569,EDGAR/EDITH,-73.793305,45.571011
41570,EDGAR/ELIE,-73.794744,45.571925
41571,EDGAR/ELIE,-73.795065,45.571933
41572,EDGAR/FRANCOIS,-73.79644,45.572685
41573,EDITH/C. LABELLE,-73.787659,45.574327
41575,EDITH/EUGENE,-73.789229,45.573217
41576,EDITH/EUGENE,-73.789153,45.573433
41577,EDITH/EDGAR,-73.793049,45.571092
41579,ERABLES/PLAINES,-73.865323,45.52196
41580,ERABLES/TILLEULS,-73.876576,45.522121
41581,ERABLES/FACE AU 273,-73.878948,45.522716
41582,ERABLES/FACE AU 274,-73.878744,45.522753
41585,ERABLES/PINS,-73.881397,45.525093
41586,ERABLES/PINS,-73.880936,45.525121
41587,ERABLE/ILE-ROUSSIN,-73.883438,45.525923
41588,ERABLES/BOULEAUX,-73.883027,45.525726
41589,ERABLES/SORBIERS,-73.883129,45.527553
41590,ERABLES/PLAINES,-73.865171,45.522104
41591,ERABLES/SORBIERS,-73.882988,45.527508
41592,ERABLES/ORMES,-73.883126,45.528992
41594,ERABLES/FACE AU 94,-73.869174,45.521624
41595,ERABLES/FACE AU 80,-73.86778,45.521736
41596,ERABLES/PEUPLIERS,-73.871389,45.521625
41597,ERABLES/PEUPLIERS,-73.871069,45.521726
41598,ERABLES/CHENES,-73.873911,45.52177
41599,ERABLES/CHENES,-73.873502,45.521844
41600,ERABLES/TILLEULS,-73.876973,45.522075
41603,S. ELZEAR/MARCHE 440,-73.77128,45.570723
41604,S. ELZEAR/MARCHE 440,-73.771396,45.570382
41605,S. ELZEAR/CHOMEDEY,-73.76949,45.571645
41607,S. ELZEAR/C. LABELLE,-73.780849,45.568981
41608,S. ELZEAR/C. LABELLE,-73.781627,45.568935
41609,FABRIQUE/COLLEGE,-73.647029,45.614547
41610,FABRIQUE/J.-E.-BLANCHARD,-73.64594,45.615161
41611,FABRIQUE/COLLEGE,-73.647592,45.614376
41612,FABRIQUE/DESNOYERS,-73.649167,45.613393
41613,FABRIQUE/DESNOYERS,-73.649679,45.613248
41614,FABRIQUE/CHAMPAGNAT,-73.651202,45.612301
41615,FABRIQUE/BELLEVILLE,-73.652176,45.611922
41616,FABRIQUE/J.-E.-BLANCHARD,-73.646082,45.615197
41617,FAFARD/LEGARE,-73.777227,45.552964
41618,FAFARD/L.-PAYETTE,-73.775527,45.551106
41619,A-GOLDBLOOM/DALE,-73.738192,45.546314
41620,A-GOLDBLOOM/N-DAME,-73.737704,45.545041
41630,FLEURY/CHRISTIANE,-73.80307,45.583466
41631,FLEURY/CHANTAL,-73.803532,45.585912
41632,FLEURY/CHANTAL,-73.803853,45.586046
41633,FLEURY/GILLES,-73.806621,45.588325
41634,F.-HUGHES/SALABERRY,-73.720393,45.577824
41635,F.-HUGHES/LIPPMANN,-73.722361,45.5798
41636,F.-HUGHES/FACE AU 2700,-73.730155,45.586884
41637,F.-HUGHES/FACE AU 2555,-73.728288,45.587806
41638,F.-HUGHES/FACE AU 2555,-73.728416,45.587887
41639,F.-HUGHES/FACE AU 2655,-73.730139,45.589242
41640,F.-HUGHES/FACE AU 2655,-73.730049,45.589125
41641,F.-HUGHES/FACE AU 2750,-73.732649,45.588607
41642,F.-HUGHES/FACE AU 2750,-73.733111,45.58884
41643,F.-HUGHES/BERLIER,-73.734283,45.590259
41644,F.-HUGHES/S. ELZEAR,-73.737717,45.593186
41645,F.-HUGHES/LIPPMANN,-73.722707,45.579917
41646,F.-HUGHES/MUNCK,-73.724459,45.582073
41647,F.-HUGHES/MUNCK,-73.724767,45.582144
41648,F.-HUGHES/FACE AU 2250,-73.726388,45.583797
41649,F.-HUGHES/FACE AU 2250,-73.726117,45.58332
41650,F.-HUGHES/CUNARD,-73.72752,45.584793
41651,F.-HUGHES/CUNARD,-73.727879,45.584873
41652,F-HUGHES/FACE 2525,-73.729629,45.586616
41655,M.-A.-FORTIN/FACE AU 216,-73.784079,45.606388
41656,M.-A.-FORTIN/H.-MERCIER,-73.782734,45.606581
41658,M.-A.-FORTIN/PATRIOTES,-73.780249,45.60692
41660,M.-A.-FORTIN/H.-MERCIER,-73.782568,45.606779
41662,M.-A.-FORTIN/P.-OUIMET,-73.787283,45.606119
41663,M.-A.-FORTIN/C. LABELLE,-73.789421,45.605646
41664,M.-A.-FORTIN/C. LABELLE,-73.789614,45.605826
41665,M.-A.-FORTIN/P.-OUIMET,-73.787487,45.605921
41666,GRENET/SALABERRY,-73.713413,45.527996
41667,GRENET/SERRES,-73.719127,45.531663
41668,GARE BOIS-FRANC,-73.708754,45.524891
41669,GARE BOIS-FRANC,-73.707767,45.524425
41670,GILLES/COLOMBAN,-73.801295,45.589319
41671,GILLES/CAMILLE,-73.799073,45.588488
41672,GILLES/CAMILLE,-73.798715,45.588516
41673,GILLES/GODEFROY,-73.79577,45.586742
41674,GILLES/GODEFROY,-73.795475,45.58659
41675,GILLES/CHRISTIANE,-73.794964,45.584441
41676,GILLES/CHRISTIANE,-73.794707,45.584316
41677,GILLES/GLENN,-73.794098,45.58303
41678,GILLES/GLENN,-73.793739,45.583022
41679,GILLES/CHRISTIANE,-73.813183,45.583745
41680,GILLES/BASILE,-73.814509,45.582652
41681,GILLES/MONTROUGEAU,-73.815736,45.581929
41682,GILLES/FLEURY,-73.806699,45.588522
41683,GILLES/BASILE,-73.814523,45.582868
41684,GILLES/CARMINA,-73.804893,45.58877
41685,GILLES/CARMINA,-73.80474,45.58895
41686,GILLES/COLOMBAN,-73.801525,45.589175
41687,GIROUX/CARTIER,-73.714606,45.548744
41688,GIROUX/4E RUE,-73.715404,45.549831
41689,GIROUX/4E RUE,-73.715724,45.54992
41690,GIROUX/5E RUE,-73.716741,45.551187
41691,GIROUX/5E RUE,-73.716984,45.551223
41692,GIROUX/ARGENTEUIL,-73.717872,45.552337
41694,GRAVEL/P.-PUBLIQUE,-73.820849,45.528033
41695,GRAVEL/GERVAIS,-73.813358,45.520828
41696,GRAVEL/PETUNIAS,-73.820323,45.52771
41697,GRAVEL/SAMSON,-73.817478,45.524955
41698,GRAVEL/ORCHIDEES,-73.819433,45.526642
41699,GRAVEL/ORCHIDEES,-73.81919,45.526606
41700,GRAVEL/SAMSON,-73.817168,45.524425
41701,GRAVEL/SAMSON,-73.816692,45.524157
41702,GRAVEL/MANDEL,-73.815314,45.522586
41703,GRAVEL/MANDEL,-73.815006,45.522479
41704,GRAVEL/B.-D.-L'EAU,-73.813299,45.520564
41705,HARMONIE/M.-VILLENEUVE,-73.594313,45.673028
41706,H.-BOURASSA/F.-LORETTE,-73.659742,45.567262
41707,H.-BOURASSA/F.-LORETTE,-73.660127,45.567496
41708,H.-BOURASSA O./B.-D.-BOULOGNE,-73.679031,45.537638
41709,H.-BOURASSA O./B.-D.-BOULOGNE,-73.678481,45.537792
41710,HARMONIE/CLAIRIERE,-73.591833,45.671078
41711,HARMONIE/CLAIRIERE,-73.592154,45.671123
41712,HARMONIE/M.-VILLENEUVE,-73.594327,45.673244
41713,H.-DE-VILLE/SAMSON,-73.812762,45.526399
41714,H.-DE-VILLE/S. DOROTHEE,-73.812822,45.52801
41715,H.-DE-VILLE/S. DOROTHEE,-73.81322,45.528144
41717,H.-DE-VILLE/PRINCIPALE,-73.815358,45.530423
41722,DES ILES/LEVESQUE,-73.761412,45.526069
41723,DES ILES/PATON,-73.75262,45.523885
41724,DES ILES/CAGEUX,-73.750676,45.526975
41725,DES ILES/CAGEUX,-73.750213,45.526508
41727,DES ILES/LEVESQUE,-73.750482,45.529396
41730,DES ILES/LEVESQUE,-73.761282,45.525647
41731,DES ILES/DUCLOS,-73.759599,45.524364
41732,DES ILES/DUCLOS,-73.760086,45.524453
41733,DES ILES/DU TREMBLAY,-73.757713,45.523369
41734,DES ILES/DU TREMBLAY,-73.758174,45.523323
41735,DES ILES/HAVRE DES ILES,-73.756075,45.523481
41736,DES ILES/HAVRE DES ILES,-73.756022,45.523121
41737,DES ILES/PATON,-73.752212,45.524137
41738,INDUSTRIEL/S. MARTIN,-73.721846,45.572648
41739,INDUSTRIEL/S. ELZEAR,-73.742022,45.589847
41740,INDUSTRIEL/MICHELIN,-73.74439,45.591957
41741,INDUSTRIEL/S. MARTIN,-73.721985,45.572143
41742,INDUSTRIEL/SALABERRY,-73.72384,45.57465
41743,INDUSTRIEL/SALABERRY,-73.724455,45.57464
41744,INDUSTRIEL/LIPPMANN,-73.726848,45.577254
41745,INDUSTRIEL/LIPPMANN,-73.727502,45.577262
41746,INDUSTRIEL/MUNCK,-73.729215,45.579319
41747,INGRID/HYACINTHE,-73.809764,45.572104
41748,INGRID/ISABELLE,-73.809859,45.571775
41749,INGRID/INES,-73.810285,45.573173
41750,INGRID/INES,-73.810575,45.573233
41751,INGRID/DAGENAIS,-73.813429,45.575061
41752,INGRID/DAGENAIS,-73.813441,45.574791
41753,ISABELLE/EDGAR,-73.808063,45.571572
41754,I.-PAVLOV/R.-LAENNEC,-73.715237,45.605764
41755,I.-PAVLOV/R.-LAENNEC,-73.715285,45.605945
41756,I.-PAVLOV/F.-BROUSSAIS,-73.713592,45.606633
41757,I.-PAVLOV/F.-BROUSSAIS,-73.713803,45.606725
41758,I.-PAVLOV/MONETTE,-73.711344,45.607833
41759,JACQUES/JULIE,-73.81726,45.572674
41760,JACQUES/DAGENAIS,-73.817146,45.572936
41761,JACQUES/JOVETTE,-73.815959,45.571508
41762,JACQUES/JOVETTE,-73.815625,45.571419
41763,JACQUES/ISABELLE,-73.81422,45.569776
41764,JACQUES/ISABELLE,-73.813861,45.569678
41765,JACQUES/JULIO,-73.813163,45.568681
41766,JACQUES/JULIO,-73.812906,45.568574
41767,JACQUES/JEANNETTE,-73.813592,45.567438
41769,J.-BERAUD/D. JOHNSON,-73.757445,45.568362
41770,J.-BERAUD/D. JOHNSON,-73.758238,45.568207
41771,J.-BERAUD/CHOMEDEY,-73.760582,45.565277
41772,J.-BERAUD/CHOMEDEY,-73.761069,45.565312
41776,JEANNETTE/JACQUES,-73.813578,45.567205
41777,JEANNETTE/JEANNETTE,-73.811554,45.56497
41778,JEANNETTE/JEANNETTE,-73.811233,45.56488
41779,JEANNETTE/JOSUE,-73.807615,45.563882
41780,JOSUE/JEANNETTE,-73.807398,45.563937
41781,JESSOP/LOUISE,-73.735728,45.574131
41782,JESSOP/TESSIER,-73.73404,45.571957
41783,JOLIBOURG/S. DENIS,-73.854218,45.524973
41784,JOLIBOURG/VAL-ESPOIR,-73.853859,45.524885
41785,JOLIBOURG/VAL-ESPOIR,-73.855277,45.526365
41786,JOLIBOURG/B.-D.-L'EAU,-73.852852,45.523556
41787,JOLIBOURG/VAL-BRILLANT,-73.85761,45.527867
41788,JOLIBOURG/RELAIS,-73.855816,45.526615
41794,LANGEAIS/GASCOGNE,-73.709958,45.576674
41795,LAURENTIDES/TOURANGEAU,-73.686613,45.565287
41796,LAURENTIDES/MEUNIER,-73.688557,45.567343
41797,LAURENTIDES/MEUNIER,-73.688476,45.566976
41798,LAURENTIDES/PROULX,-73.689981,45.568638
41799,LAURENTIDES/PROULX,-73.690622,45.568907
41800,LAURENTIDES/CONCORDE,-73.691716,45.570201
41801,LAURENTIDES/CONCORDE,-73.692524,45.570631
41802,LAURENTIDES/S. FLORENT,-73.69434,45.572586
41803,LAURENTIDES/19E RUE,-73.694298,45.57223
41804,LAURENTIDES/SOUVENIR,-73.695841,45.57391
41806,LAURENTIDES/SOUVENIR,-73.696534,45.574197
41807,LAURENTIDES/GIANCHETTI,-73.697807,45.57555
41808,LAURENTIDES/GIANCHETTI,-73.697793,45.575229
41809,LAURENTIDES/NORMONT,-73.700584,45.577941
41810,LAURENTIDES/NORMONT,-73.70021,45.57733
41811,LAURENTIDES/S MICHEL,-73.701727,45.578921
41812,LAURENTIDES/S MICHEL,-73.702086,45.578839
41813,LAURENTIDES/S.MARTIN,-73.704979,45.581731
41814,LAURENTIDES/S.MARTIN,-73.706124,45.582737
41815,LAURENTIDES/S.MARTIN,-73.706173,45.582161
41816,DES LAU/5PL LAVAL,-73.704167,45.58041
41817,LAURENTIDES/RENAUD,-73.707358,45.583806
41819,LAURENTIDES/RENAUD,-73.708037,45.583822
41820,LAURENTIDES/DAKAR,-73.7093,45.585602
41821,LAURENTIDES/DAKAR,-73.709556,45.585529
41822,LAURENTIDES/RICHARD,-73.710392,45.586581
41823,LAURENTIDES/RICHARD,-73.711279,45.587065
41824,LAURENTIDES/SAULNIER,-73.713271,45.589129
41825,LAURENTIDES/GELINAS,-73.713323,45.58887
41826,LAURENTIDES/MORANE,-73.714509,45.590559
41827,LAURENTIDES/LAMER,-73.715073,45.590684
41828,LAURENTIDES/LAVOIE,-73.720038,45.595273
41830,LAURENTIDES/ EDIMBOURG,-73.720243,45.595137
41831,LAURENTIDES/BERNINA,-73.721427,45.596557
41832,LAURENTIDES/FACE AU 1676,-73.721143,45.595973
41833,LAURENTIDES/S. ELZEAR,-73.728779,45.603495
41834,LAURENTIDES/GENEVE,-73.724631,45.599512
41835,LAURENTIDES/S. ELZEAR,-73.728722,45.603129
41836,LAURENTIDES/GENEVE,-73.724604,45.599196
41837,LAURENTIDES/ANVERS,-73.72584,45.600687
41838,LAURENTIDES/ANVERS,-73.726043,45.600595
41839,LAURENTIDES/ROTTERDAM,-73.72343,45.598388
41840,LAURENTIDES/ROTTERDAM,-73.723407,45.598101
41841,LAURENTIDES/PISE,-73.730151,45.604692
41842,LAURENTIDES/LEVESQUE,-73.682041,45.56156
41843,LAURENTIDES/PISE,-73.730382,45.604602
41844,LAURENTIDES/DAGENAIS,-73.73176,45.606183
41845,LAURENTIDES/DAGENAIS,-73.732518,45.606631
41846,LAURENTIDES/FACE AU 2121,-73.734115,45.608499
41847,LAURENTIDES/FACE AU 2100,-73.733733,45.607795
41848,LAURENTIDES/BELLEROSE,-73.736483,45.61163
41849,LAURENTI/FACE 2215,-73.73761,45.613288
41850,LAURENTIDES/BELLEROSE,-73.736563,45.610999
41851,LAURENTI/FACE AU 2220,-73.73775,45.613108
41852,LAURENTIDES/BELGRADE,-73.740272,45.61581
41853,LAURENTIDES/BELGRADE,-73.740376,45.615586
41854,LAURENTIDES/POUPART,-73.742245,45.617661
41855,LAURENTIDES/POUPART,-73.742694,45.617723
41856,LAURENTIDES/LACASSE,-73.74483,45.62009
41857,LAURENTIDES/LACASSE,-73.744934,45.619868
41858,LAURENTIDES/PROVENCE,-73.746506,45.621638
41859,LAURENTIDES/PROVENCE,-73.746853,45.621754
41860,LAURENTIDES/THIBAULT,-73.748404,45.623431
41861,LAURENTIDES/THIBAULT,-73.748424,45.62319
41862,LAURENTIDES/PRUD'HOMME,-73.751091,45.626028
41863,LAURENTIDES/PRUD'HOMME,-73.751515,45.62627
41864,LAURENTIDES/PIRON,-73.751838,45.628434
41865,LAURENTIDES/GRENON,-73.684249,45.563491
41866,LAURENTIDES/PIRON,-73.7522,45.628586
41867,LAURENTIDES/PERRON,-73.752224,45.62994
41868,LAURENTIDES/S. ROSE,-73.752819,45.630991
41869,LAURENTIDES/SAVARD,-73.752771,45.631684
41870,LAURENTIDES/SAVARD,-73.753093,45.631935
41871,LAURENTIDES/SAND,-73.753527,45.634409
41872,LAURENTIDES/SAND,-73.753822,45.634399
41873,LAURENTI/FACE 6235,-73.754087,45.636198
41874,LAURENTIDES/FACE AU 6200,-73.754291,45.63609
41875,LAURENTIDES/S. SAENS,-73.75436,45.63716
41876,LAURENTIDES/GRENON,-73.684371,45.563286
41877,LAURENTIDES/S. SAENS,-73.754721,45.637484
41878,LAURENTIDES/SABOURIN,-73.754947,45.639166
41879,LAURENTIDES/SABOURIN,-73.755229,45.639291
41880,LAURENTIDES/REAUMUR,-73.755416,45.640766
41881,LAURENTIDES/SELLIER,-73.755737,45.640946
41882,LAURENTIDES/BELLEHUMEUR,-73.754407,45.644575
41883,7010 LAURENTIDES,-73.754978,45.644335
41884,LAURENTIDES/P.-RUPERT,-73.752616,45.645659
41885,LAURENTIDES/P.-RUPERT,-73.752412,45.645983
41886,LAURENTIDES/RIOPELLE,-73.749408,45.648365
41887,LAURENTIDES/TOURANGEAU,-73.685684,45.564779
41888,LAURENTIDES/RIOPELLE,-73.749485,45.648563
41889,LAURENTIDES/BEAUDET,-73.748694,45.6495
41890,LAURENTIDES/BEAUDET,-73.748798,45.649707
41891,LAURENTIDES/J.-COUTU,-73.748434,45.651526
41892,BIENVILLE/BERGERON,-73.748515,45.653263
41893,BIENVILLE/BERGERON,-73.748736,45.653172
41894,LAURENTIEN/GOUIN O.,-73.723096,45.529447
41895,LACHAPELLE/GOUIN,-73.721536,45.53121
41896,GARE BOIS-FRANC,-73.708592,45.52266
41897,GARE BOIS-FRANC,-73.708067,45.522643
41898,M.-LAURIN/POIRIER,-73.700818,45.517859
41899,M.-LAURIN/POIRIER,-73.699498,45.517385
41901,LAUSANNE/MONETTE,-73.720238,45.616832
41902,LAUSANNE/MONETTE,-73.720211,45.616562
41903,LAUSANNE/R.-LAENNEC,-73.72294,45.615918
41906,LAUSANNE/RONCHAMP,-73.720413,45.622285
41907,LAUSANNE/PRUDENTIEL,-73.720773,45.622491
41908,LAUSANNE/ROUBAIX,-73.719396,45.621189
41909,LAUSANNE/ROUBAIX,-73.719075,45.621118
41910,LAUSANNE/LOUVIERE,-73.717689,45.619224
41911,LAUSANNE/LOUVIERE,-73.717605,45.618979
41912,LAVAL/PRES,-73.715978,45.562554
41913,LAVAL/SOUVENIR,-73.716874,45.563937
41914,LAVAL/SOUVENIR,-73.717572,45.564197
41915,LAVAL/TRAIT-CARRE,-73.718577,45.565707
41916,LAVAL/JOLIVET,-73.719788,45.567424
41917,LAVAL/TRAIT-CARRE,-73.719321,45.565877
41918,LAVAL/FACE AU 800,-73.720288,45.56745
41919,LAVAL/FACE AU 1700,-73.719952,45.569934
41920,LAVAL/FACE AU 1700,-73.720425,45.569771
41921,LAVAL/S. MARTIN,-73.720186,45.570848
41922,LAVAL/S. MARTIN,-73.72084,45.571039
41923,LAVAL/ARGENTEUIL,-73.710665,45.556652
41924,LAVAL/R.-CASGRAIN,-73.711054,45.55792
41925,LAVAL/R.-CASGRAIN,-73.711567,45.558072
41928,LAVAL/DUBE,-73.714392,45.5614
41929,LAVAL/DUBE,-73.714833,45.561377
41930,LAVAL/PRES,-73.715487,45.562521
41931,CARREFOUR/CORBUSIER,-73.74128,45.572194
41932,CARREFOUR/CORBUSIER,-73.741972,45.572103
41933,CARREFOUR/BEAUREGARD,-73.764456,45.558223
41934,CARREFOUR/BEAUREGARD,-73.764647,45.557862
41935,CARREFOUR/C. LABELLE,-73.766526,45.557147
41936,CARREFOUR/A.-MURPHY,-73.762321,45.559001
41937,CORBUSIER/SOUVENIR,-73.728676,45.561807
41941,CORBUSIER/A.-DUSQU,-73.734198,45.566715
41942,CORBUSIER/A.-DUSQU,-73.734527,45.567098
41943,CORBUSIER/FACE AU 2577,-73.743507,45.577694
41944,CORBUSIER/CUNARD,-73.743107,45.576433
41945,CORBUSIER/BERLIER,-73.748445,45.582332
41946,CORBUSIER/S. ELZEAR,-73.750339,45.584216
41947,CORBUSIER/FACE AU 2584,-73.743579,45.577251
41948,CORBUSIER/MONTEREY,-73.75176,45.585391
41949,CORBUSIER/BERLIER,-73.747903,45.581346
41950,CORBUSIER/CUNARD,-73.742593,45.575975
41951,CORBUSIER/MICHELIN,-73.753607,45.587088
41952,CORBUSIER/S.MARTIN,-73.731433,45.564352
41953,CORBUSIER/CHATELIER,-73.755983,45.589181
41954,CORBUSIER/MONTEREY,-73.751639,45.584849
41955,CORBUSIER/S. ELZEAR,-73.749618,45.583069
41956,CORBUSIER/DAGENAIS,-73.759872,45.592591
41957,CORBUSIER/SOUVENIR,-73.729082,45.562299
41958,CORBUSIER/S.MARTIN,-73.731026,45.563894
41959,CORBUSIER/CHATELIER,-73.75585,45.588604
41960,CORBUSIER/GUTENBERG,-73.742608,45.574036
41961,CORBUSIER/MICHELIN,-73.753059,45.586126
41962,CORBUSIER/GUTENBERG,-73.742133,45.573915
41963,CORBUSIER/CARREFOUR,-73.741361,45.572968
41964,CORBUSIER/TESSIER,-73.738761,45.570202
41965,CORBUSIER/TESSIER,-73.738171,45.570131
41966,CORBUSIER/FACE AU 1828,-73.736893,45.56856
41967,LEGARE/HURTUBISE,-73.779128,45.554237
41968,LEGARE/LETONDAL,-73.78269,45.557
41969,LEGARE/HURTEAU,-73.780479,45.555332
41970,LEGARE/HURTEAU,-73.780851,45.555421
41971,LEGARE/LETONDAL,-73.782347,45.556919
41972,LEGARE/HURTUBISE,-73.779423,45.554273
41973,LEGARE/CLEROUX,-73.783039,45.557557
41974,LEGARE/FAFARD,-73.777509,45.553027
41975,LESAGE/F.-FOUCAULT,-73.667138,45.603137
41977,LESAGE/TRACY,-73.665288,45.601691
41978,LESAGE/JOLICOEUR,-73.66867,45.605204
41979,LESAGE/F.-FOUCAULT,-73.6676,45.603208
41980,LESAGE/FACE AU 1183,-73.667896,45.607851
41981,LESAGE/JOLICOEUR,-73.668964,45.604898
41982,LESAGE/PARC,-73.667337,45.609597
41983,LESAGE/FACE AU 1202,-73.668191,45.607949
41986,LEVESQUE/SAMSON,-73.759846,45.527828
41987,LEVESQUE/PINSONS,-73.610488,45.648242
41988,LEVESQUE/FACE AU 7312,-73.608103,45.648937
41989,LEVESQUE/FACE AU 7327,-73.608001,45.649126
41990,LEVESQUE/PELICANS,-73.60495,45.650299
41991,LEVESQUE/PELICANS,-73.604809,45.650551
41992,LEVESQUE/HETRES,-73.603155,45.651263
41993,LEVESQUE/HETRES,-73.602976,45.651569
41994,LEVESQUE/HIRONDELLES,-73.599669,45.653327
41995,LEVESQUE/HIRONDELLES,-73.600054,45.653282
41996,LEVESQUE/SAPINS,-73.595965,45.65567
41997,LEVESQUE/87E AV.,-73.744991,45.532639
41998,LEVESQUE/SAPINS,-73.59585,45.655913
41999,LEVESQUE/CRESSON,-73.59394,45.657003
42000,LEVESQUE/CRESSON,-73.593928,45.65721
42001,LEVESQUE/ROGER,-73.592543,45.657931
42002,LEVESQUE/ROGER,-73.592705,45.658023
42003,LEVESQUE/NOISETIERS,-73.590445,45.659384
42004,LEVESQUE/NOISETIERS,-73.590396,45.6596
42005,LEVESQUE/ROSEE,-73.586519,45.662255
42006,LEVESQUE/90E AV.,-73.747085,45.531401
42007,LEVESQUE/ANGELE,-73.586442,45.662507
42008,LEVESQUE/ HARMONIE,-73.584749,45.663174
42009,LEVESQUE/ HARMONIE,-73.584518,45.663363
42010,LEVESQUE/LEA,-73.58199,45.663248
42011,LEVESQUE/ALINE,-73.581631,45.663275
42013,LEVESQUE/STELLA,-73.574755,45.664927
42014,LEVESQUE/EMMA,-73.5696,45.668241
42015,LEVESQUE/EMMA,-73.569574,45.66843
42016,LEVESQUE/DUCHESNEAU,-73.565918,45.669395
42017,LEVESQUE/85E AV.,-73.743444,45.5332
42018,LEVESQUE/DUCHESNEAU,-73.565687,45.669584
42019,LEVESQUE/FACE AU 8920,-73.564468,45.670278
42020,LEVESQUE/FACE AU 8920,-73.564725,45.670215
42021,LEVESQUE/FACE AU 9020,-73.562147,45.672007
42022,LEVESQUE/FACE AU 9020,-73.562378,45.671953
42023,LEVESQUE/FOURNIER,-73.560147,45.673546
42024,LEVESQUE/FOURNIER,-73.560185,45.673654
42025,LEVESQUE/VIVIANE,-73.558595,45.674726
42026,LEVESQUE/VIVIANE,-73.558749,45.67478
42027,LEVESQUE/FACE AU 9310,-73.55667,45.675834
42028,LEVESQUE/85E AV.,-73.743801,45.532938
42029,LEVESQUE/FACE AU 9310,-73.556799,45.675888
42030,LEVESQUE/FACE AU 9410,-73.555093,45.67686
42031,LEVESQUE/FACE AU 9420,-73.555016,45.677004
42032,LEVESQUE/BERTHELOT,-73.552625,45.678105
42033,LEVESQUE/BERTHELOT,-73.552668,45.678193
42034,LEVESQUE/FACE AU 9690,-73.550307,45.679355
42035,LEVESQUE/FACE AU 9680,-73.550423,45.679409
42036,LEVESQUE/FACE AU 9820,-73.548871,45.681533
42037,LEVESQUE/FACE AU 9830,-73.549025,45.68156
42038,LEVESQUE/FACE AU 9900,-73.548513,45.68273
42039,LEVESQUE/83E AV.,-73.740823,45.534159
42040,LEVESQUE/FACE AU 9920,-73.54859,45.683072
42041,LEVESQUE/FACE AU 10060,-73.547873,45.684935
42042,LEVESQUE/FACE AU 10015,-73.548104,45.684746
42043,LEVESQUE/FACE AU 10200,-73.546309,45.687716
42044,LEVESQUE/FACE AU 10200,-73.546399,45.687851
42045,LEVESQUE/FACE AU 10320,-73.543267,45.689364
42046,LEVESQUE/FACE AU 10320,-73.543332,45.68949
42047,LEVESQUE/FACE AU 10580,-73.536517,45.693271
42048,LEVESQUE/FACE AU 10580,-73.536401,45.693523
42049,LEVESQUE/M.-ILES,-73.534373,45.694604
42050,LEVESQUE/83E AV.,-73.740925,45.53397
42051,LEVESQUE/M.-ILES,-73.534475,45.694677
42052,LEVESQUE/80E AV.,-73.738521,45.534742
42053,LEVESQUE/80E AV.,-73.737136,45.535008
42054,LEVESQUE/76E AV.,-73.734797,45.535942
42055,LEVESQUE/SAMSON,-73.760191,45.527728
42056,LEVESQUE/76E AV.,-73.734587,45.535881
42057,C.LABELLE/LEVESQUE,-73.732808,45.536848
42058,C.LABELLE/LEVESQUE,-73.733074,45.536587
42059,LEVESQUE/67E AV.,-73.728818,45.538575
42060,LEVESQUE/67E AV.,-73.72906,45.538206
42061,LEVESQUE/65E AV.,-73.727337,45.539469
42062,LEVESQUE/BELLE-RIVE,-73.727655,45.539108
42063,LEVESQUE/62E AV.,-73.724457,45.539906
42064,LEVESQUE/ AUBADE,-73.753887,45.529452
42065,LEVESQUE/62E AV.,-73.724572,45.539771
42066,LEVESQUE/CARTIER,-73.671846,45.570556
42067,LEVESQUE/CARTIER,-73.672013,45.570745
42068,LEVESQUE/J.-J.-JOUBERT,-73.672048,45.574453
42069,LEVESQUE/HAUTERIVE,-73.670787,45.576245
42070,LEVESQUE/J.-J.-JOUBERT,-73.672,45.574839
42071,LEVESQUE/FACE AU 2100,-73.669907,45.577596
42072,LEVESQUE/HAUTERIVE,-73.670864,45.576398
42073,LEVESQUE/AUT. 19 N.,-73.668721,45.579658
42074,LEVESQUE/AUT. 19 N.,-73.668747,45.579838
42075,LEVESQUE/C.-CLOUTIER,-73.667737,45.58097
42076,LEVESQUE/AUBADE,-73.754143,45.529343
42077,LEVESQUE/C.-CLOUTIER,-73.667573,45.581414
42078,LEVESQUE/FORGES,-73.666296,45.58273
42079,LEVESQUE/FORGES,-73.666156,45.583054
42080,LEVESQUE/JEANNE-BER,-73.665048,45.584045
42081,LEVESQUE/JEANNE-BER,-73.664968,45.584325
42082,LEVESQUE/FONTAINEBLEAU,-73.663868,45.585334
42083,LEVESQUE/MONTROSE,-73.661863,45.587479
42084,LEVESQUE/FONTAINEBLEAU,-73.663767,45.585649
42085,LEVESQUE/ AUTEUIL,-73.660459,45.589631
42086,LEVESQUE/BARRAGE,-73.659245,45.590758
42087,LEVESQUE/ILES,-73.751494,45.529506
42088,LEVESQUE/JOLY,-73.659233,45.591001
42089,LEVESQUE/FACE AU 3434,-73.657622,45.59247
