trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
2791005,54441,54441,41241,1,0,0,0.61
2791040,49373,49393,41241,1,0,0,0.61
2794259,56526,56526,41241,1,0,0,0.61
2794616,52024,52047,41241,1,0,0,0.61
2791006,54610,54631,45053,1,0,0,0.139
2791006,54640,54657,45052,2,0,0,0.267
2791006,54664,54668,45051,3,0,0,0.383
2791006,54675,54691,45050,4,0,0,0.496
2791006,54704,54707,41537,5,0,0,0.695
2791006,54720,54729,41539,6,0,0,0.874
2791006,54739,54739,46418,7,0,0,1.042
2791041,49517,49527,45053,1,0,0,0.139
2791041,49528,49556,45052,2,0,0,0.267
2791041,49564,49566,45051,3,0,0,0.383
2791041,49574,49589,45050,4,0,0,0.496
2791041,49603,49607,41537,5,0,0,0.695
2791041,49620,49636,41539,6,0,0,0.874
2791041,49647,49679,46418,7,0,0,1.042
2792898,46802,46822,45053,1,0,0,0.139
2792898,46831,46857,45052,2,0,0,0.267
2792898,46864,46867,45051,3,0,0,0.383
2792898,46872,46874,45050,4,0,0,0.496
2792898,46885,46888,41537,5,0,0,0.695
2792898,46902,46915,41539,6,0,0,0.874
2792898,46926,46929,46418,7,0,0,1.042
2794260,56733,56775,45053,1,0,0,0.139
2794260,56783,56790,45052,2,0,0,0.267
2794260,56797,56800,45051,3,0,0,0.383
2794260,56805,56808,45050,4,0,0,0.496
2794260,56818,56821,41537,5,0,0,0.695
2794260,56834,56842,41539,6,0,0,0.874
2794260,56852,56852,46418,7,0,0,1.042
2794617,52222,52257,45053,1,0,0,0.139
2794617,52269,52293,45052,2,0,0,0.267
2794617,52301,52321,45051,3,0,0,0.383
2794617,52329,52332,45050,4,0,0,0.496
2794617,52345,52378,41537,5,0,0,0.695
2794617,52398,52411,41539,6,0,0,0.874
2794617,52423,52446,46418,7,0,0,1.042
2790672,47489,47499,41216,1,0,0,0.193
2790672,47558,47558,41694,2,0,0,0.619
2790672,47598,47607,41698,3,0,0,0.809
2790672,47630,47647,41700,4,0,0,1.112
2790672,47669,47680,41702,5,0,0,1.363
2790672,47714,47724,41704,6,0,0,1.638
2790672,47737,47753,46272,7,0,0,1.824
2790672,47775,47785,46273,8,0,0,2.127
2790672,47807,47810,41165,9,0,0,2.436
2790672,47824,47842,41162,10,0,0,2.642
2790672,47857,47867,41160,11,0,0,2.842
2790672,47893,47903,41158,12,0,0,3.17
2790672,47919,47934,43264,13,0,0,3.376
2790672,47945,47948,41156,14,0,0,3.549
2790672,47958,47967,41204,15,0,0,3.722
2790672,47986,48001,41202,16,0,0,3.968
2790672,48018,48021,41192,17,0,0,4.2
2790672,48027,48037,41167,18,0,0,4.321
2790672,48052,48079,41200,19,0,0,4.518
2790672,48176,48191,43039,20,0,0,5.289
2790672,48232,48238,43041,21,0,0,5.595
2790672,48256,48259,43044,22,0,0,5.839
2790672,48273,48285,43046,23,0,0,5.996
2790672,48301,48319,43049,24,0,0,6.159
2790672,48336,48339,43052,25,0,0,6.391
2790672,48364,48395,43054,26,0,0,6.67
2790672,48422,48439,42076,27,0,0,6.897
2790672,48452,48457,42097,28,0,0,7.094
2790672,48493,48503,42119,29,0,0,7.296
2790672,48519,48523,42006,30,0,0,7.515
2790672,48533,48544,45046,31,0,0,7.679
2790672,48558,48576,42028,32,0,0,7.826
2790672,48598,48618,42050,33,0,0,8.077
2790672,48651,48654,42053,34,0,0,8.398
2790672,48673,48677,42056,35,0,0,8.619
2790672,48686,48706,42058,36,0,0,8.767
2790672,48730,48733,41419,37,0,0,9.165
2790672,48829,48847,41894,38,0,0,9.936
2790672,49013,49016,41896,39,0,0,11.304
2790676,52867,52883,41216,1,0,0,0.193
2790676,52945,52951,41694,2,0,0,0.619
2790676,52971,52986,41698,3,0,0,0.809
2790676,53009,53027,41700,4,0,0,1.112
2790676,53047,53057,41702,5,0,0,1.363
2790676,53078,53087,41704,6,0,0,1.638
2790676,53102,53117,46272,7,0,0,1.824
2790676,53138,53148,46273,8,0,0,2.127
2790676,53170,53173,41165,9,0,0,2.436
2790676,53187,53202,41162,10,0,0,2.642
2790676,53219,53231,41160,11,0,0,2.842
2790676,53258,53276,41158,12,0,0,3.17
2790676,53291,53293,43264,13,0,0,3.376
2790676,53304,53306,41156,14,0,0,3.549
2790676,53318,53328,41204,15,0,0,3.722
2790676,53346,53349,41202,16,0,0,3.968
2790676,53364,53367,41192,17,0,0,4.2
2790676,53375,53392,41167,18,0,0,4.321
2790676,53408,53427,41200,19,0,0,4.518
2790676,53523,53559,43039,20,0,0,5.289
2790676,53584,53615,43041,21,0,0,5.595
2790676,53633,53650,43044,22,0,0,5.839
2790676,53663,53673,43046,23,0,0,5.996
2790676,53686,53698,43049,24,0,0,6.159
2790676,53717,53737,43052,25,0,0,6.391
2790676,53761,53789,43054,26,0,0,6.67
2790676,53816,53820,42076,27,0,0,6.897
2790676,53834,53851,42097,28,0,0,7.094
2790676,53882,53898,42119,29,0,0,7.296
2790676,53914,53918,42006,30,0,0,7.515
2790676,53929,53945,45046,31,0,0,7.679
2790676,53958,53962,42028,32,0,0,7.826
2790676,53984,54002,42050,33,0,0,8.077
2790676,54029,54032,42053,34,0,0,8.398
2790676,54050,54053,42056,35,0,0,8.619
2790676,54063,54077,42058,36,0,0,8.767
2790676,54104,54106,41419,37,0,0,9.165
2790676,54230,54250,41894,38,0,0,9.936
2790676,54434,54494,41896,39,0,0,11.304
2790699,49375,49383,41216,1,0,0,0.193
2790699,49435,49440,41694,2,0,0,0.619
2790699,49458,49467,41698,3,0,0,0.809
2790699,49488,49497,41700,4,0,0,1.112
2790699,49517,49529,41702,5,0,0,1.363
2790699,49550,49558,41704,6,0,0,1.638
2790699,49569,49572,46272,7,0,0,1.824
2790699,49590,49598,46273,8,0,0,2.127
2790699,49618,49620,41165,9,0,0,2.436
2790699,49630,49632,41162,10,0,0,2.642
2790699,49643,49651,41160,11,0,0,2.842
2790699,49675,49688,41158,12,0,0,3.17
2790699,49701,49704,43264,13,0,0,3.376
2790699,49712,49714,41156,14,0,0,3.549
2790699,49723,49732,41204,15,0,0,3.722
2790699,49747,49750,41202,16,0,0,3.968
2790699,49762,49764,41192,17,0,0,4.2
2790699,49771,49779,41167,18,0,0,4.321
2790699,49800,49806,41200,19,0,0,4.518
2790699,49894,49898,43039,20,0,0,5.289
2790699,49938,49943,43041,21,0,0,5.595
2790699,49961,49963,43044,22,0,0,5.839
