trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
2792420,76344,76364,41216,1,0,0,0.193
2792420,76418,76423,41694,2,0,0,0.619
2792420,76441,76448,41698,3,0,0,0.809
2792420,76468,76478,41700,4,0,0,1.112
2792420,76497,76507,41702,5,0,0,1.363
2792420,76527,76536,41704,6,0,0,1.638
2792420,76548,76550,46272,7,0,0,1.824
2792420,76567,76575,46273,8,0,0,2.127
2792420,76595,76597,41165,9,0,0,2.436
2792420,76610,76613,41162,10,0,0,2.642
2792420,76625,76633,41160,11,0,0,2.842
2792420,76661,76669,41158,12,0,0,3.17
2792420,76682,76685,43264,13,0,0,3.376
2792420,76694,76696,41156,14,0,0,3.549
2792420,76705,76713,41204,15,0,0,3.722
2792420,76729,76732,41202,16,0,0,3.968
2792420,76745,76747,41192,17,0,0,4.2
2792420,76754,76765,41167,18,0,0,4.321
2792420,76777,76782,41200,19,0,0,4.518
2792420,76840,76861,43039,20,0,0,5.289
2792420,76881,76884,43041,21,0,0,5.595
2792420,76902,76918,43044,22,0,0,5.839
2792420,76930,76940,43046,23,0,0,5.996
2792420,76952,76961,43049,24,0,0,6.159
2792420,76979,77023,43052,25,0,0,6.391
2792420,77047,77062,43054,26,0,0,6.67
2792420,77081,77083,42076,27,0,0,6.897
2792420,77098,77110,42097,28,0,0,7.094
2792420,77125,77134,42119,29,0,0,7.296
2792420,77148,77152,42006,30,0,0,7.515
2792420,77171,77182,45046,31,0,0,7.679
2792420,77199,77204,42028,32,0,0,7.826
2792420,77226,77237,42050,33,0,0,8.077
2792420,77263,77266,42053,34,0,0,8.398
2792420,77283,77286,42056,35,0,0,8.619
2792420,77296,77313,42058,36,0,0,8.767
2792420,77336,77338,41419,37,0,0,9.165
2792420,77426,77430,41894,38,0,0,9.936
2792420,77600,77615,41896,39,0,0,11.304
2793918,75381,75391,41893,1,0,0,0.54
2793918,75413,75416,41891,2,0,0,0.762
2793918,75431,75434,41890,3,0,0,0.97
2793918,75443,75445,41888,4,0,0,1.109
2793918,75458,75462,46437,5,0,0,1.303
2793918,75475,75490,41885,6,0,0,1.489
2793918,75511,75515,41883,7,0,0,1.759
