trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
2790524,64080,64102,41241,1,0,0,0.61
2792750,59276,59276,41241,1,0,0,0.61
2792751,59482,59491,45052,2,0,0,0.267
2792751,59499,59502,45051,3,0,0,0.383
2792751,59508,59510,45050,4,0,0,0.496
2792751,59522,59525,41537,5,0,0,0.695
2792751,59537,59547,41539,6,0,0,0.874
2792751,59559,59559,46418,7,0,0,1.042
2794071,65552,65560,41216,1,0,0,0.193
2794071,65621,65649,41694,2,0,0,0.619
2794071,65670,65679,41698,3,0,0,0.809
2794071,65705,65731,41700,4,0,0,1.112
2794071,65757,65768,41702,5,0,0,1.363
2794071,65793,65803,41704,6,0,0,1.638
2794071,65820,65825,46272,7,0,0,1.824
2794071,65850,65859,46273,8,0,0,2.127
2794071,65884,65889,41165,9,0,0,2.436
2794071,65903,65906,41162,10,0,0,2.642
2794071,65920,65935,41160,11,0,0,2.842
2794071,65964,65973,41158,12,0,0,3.17
2794071,65990,65996,43264,13,0,0,3.376
2794071,66010,66015,41156,14,0,0,3.549
2794071,66029,66038,41204,15,0,0,3.722
2794071,66058,66077,41202,16,0,0,3.968
2794071,66096,66100,41192,17,0,0,4.2
2794071,66109,66120,41167,18,0,0,4.321
2794071,66137,66152,41200,19,0,0,4.518
2794071,66241,66305,43039,20,0,0,5.289
2794071,66330,66355,43041,21,0,0,5.595
2794071,66373,66390,43044,22,0,0,5.839
2794071,66405,66422,43046,23,0,0,5.996
2794071,66434,66445,43049,24,0,0,6.159
2794071,66463,66495,43052,25,0,0,6.391
2794071,66520,66540,43054,26,0,0,6.67
2794071,66565,66582,42076,27,0,0,6.897
2794071,66602,66625,42097,28,0,0,7.094
2794071,66666,66675,42119,29,0,0,7.296
2794071,66691,66694,42006,30,0,0,7.515
2794071,66707,66723,45046,31,0,0,7.679
2794071,66736,66741,42028,32,0,0,7.826
2794071,66768,66777,42050,33,0,0,8.077
2794071,66805,66819,42053,34,0,0,8.398
2794071,66845,66850,42056,35,0,0,8.619
2794071,66860,66876,42058,36,0,0,8.767
2794071,66903,66911,41419,37,0,0,9.165
2794071,66971,66985,41894,38,0,0,9.936
2794071,67226,67246,41896,39,0,0,11.304
2790553,58840,58877,41899,1,0,0,1.824
2790553,59026,59032,41897,2,0,0,2.712
2790553,59162,59245,41895,3,0,0,4.131
2790553,59342,59368,42057,4,0,0,5.36
2790553,59385,59404,42054,5,0,0,5.546
2790553,59432,59440,46354,6,0,0,5.738
2790553,59450,59453,42052,7,0,0,5.87
2790553,59470,59491,42039,8,0,0,6.061
2790553,59521,59539,42017,9,0,0,6.292
2790553,59592,59604,41997,10,0,0,6.428
2790553,59627,59645,42130,11,0,0,6.673
2790553,59659,59680,42108,12,0,0,6.838
2790553,59707,59725,42087,13,0,0,7.047
2790553,59741,59746,42064,14,0,0,7.24
2790553,59787,59808,43053,15,0,0,7.552
2790553,59820,59834,43051,16,0,0,7.718
2790553,59853,59864,43047,17,0,0,7.978
2790553,59877,59887,43045,18,0,0,8.153
2790553,59902,59903,43042,19,0,0,8.349
2790553,59916,59971,43040,20,0,0,8.545
2790553,59994,60023,43038,21,0,0,8.839
2790553,60088,60110,41155,22,0,0,9.654
2790553,60122,60141,45044,23,0,0,9.805
2790553,60160,60178,41180,24,0,0,9.981
2790553,60194,60212,41199,25,0,0,10.183
2790553,60230,60248,41203,26,0,0,10.418
2790553,60263,60266,41205,27,0,0,10.623
2790553,60275,60277,43257,28,0,0,10.793
2790553,60291,60301,41157,29,0,0,10.985
2790553,60325,60334,41159,30,0,0,11.315
2790553,60351,60370,41161,31,0,0,11.542
2790553,60385,60419,41163,32,0,0,11.742
2790553,60420,60420,41164,33,0,0,12.022
2790553,60454,60463,46274,34,0,0,12.375
2790553,60484,60503,41695,35,0,0,12.572
2790553,60524,60543,41703,36,0,0,12.796
2790553,60563,60586,41701,37,0,0,13.025
2790553,60614,60623,41699,38,0,0,13.36
2790553,60635,60655,41696,39,0,0,13.511
2790553,60687,60706,42650,40,0,0,13.719
2790628,58974,59017,41899,1,0,0,1.824
2790628,59144,59154,41897,2,0,0,2.712
2790628,59301,59363,41895,3,0,0,4.131
2790628,59499,59624,42057,4,0,0,5.36
2790628,59643,59648,42054,5,0,0,5.546
2790628,59666,59669,46354,6,0,0,5.738
2790628,59680,59685,42052,7,0,0,5.87
2790628,59717,59730,42039,8,0,0,6.061
2790628,59798,59826,42017,9,0,0,6.292
2790628,59889,59900,41997,10,0,0,6.428
2790628,59923,59937,42130,11,0,0,6.673
2790628,59951,59961,42108,12,0,0,6.838
2790628,59981,59996,42087,13,0,0,7.047
2790628,60008,60012,42064,14,0,0,7.24
