ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
491AAFCDBE1D8FED60BD0F0166AB9239CBDF4390_5774;41437;41448;1;49294;49594;50502;[(41437, 41448, 2790317)]
4A57ECE79C076BDCD1E4D1E30EE9296A430CF85B_5849;43509;41339;1;56019;56319;57634;[(43509, 41339, 2792275)]
4A82EAF323724CCC9C512CE6FC35C51FD30BD9BD_5861;41868;41801;1;52726;53026;55236;[(41868, 41801, 2793456)]
4B993C0C26D3B19CDFC4074E595E60B10F663255_5936;43130;43115;1;57456;57756;58840;[(43130, 43115, 2794318)]
5548CDA3F237B5BB970CDBF9C9038263925421B8_6588;41937;41327;1;55734;56034;57446;[(41937, 41327, 2792275)]
586A2BD51481ACD14A6C05F92168F6AC442B8A3B_6823;41838;41823;1;54069;54369;55376;[(41838, 41823, 2790384)]
58C41D1156C23D8371635C2F76E7EDB06F986EF3_6856;41339;41382;1;56758;57058;58382;[(41339, 41382, 2792275)]
5B37C65FA1A2A21029A469E6243D6513C5E9B0BA_6999;43295;41992;1;56245;56545;60602;[(43295, 41992, 2793790)]
5C0F823E886958A17267DFABA1CE3226F2446F6F_7049;43129;43142;1;53271;53571;54365;[(43129, 43142, 2791585)]
5CBC22CB3BAD1F44489FF10EEA50DE333FD1D8B1_7116;43148;41380;1;55831;56131;57062;[(43148, 41380, 2792275)]
5CDC155E2E2AA9BAE00232FFF50C4EA6E030EFBE_7121;41854;41208;1;53685;53985;55110;[(41854, 41208, 2791078)]
64C783C053374FA8EC8C02EA9BBCEA7929402A0D_7611;42513;42486;1;55246;55546;56358;[(42513, 42486, 2792110)]
669A140FA39FE652D7B2645E3053054865CFBB81_7739;43507;41390;1;57150;57450;59744;[(43507, 41390, 2793790)]
68D3517504472F216398B731483DDD941D1DDE09_7858;42828;41369;1;56483;56783;59424;[(42828, 41369, 2793790)]
68EC2AE468D3DF86D674DAEBC4146A576444D9BF_7866;46498;42091;1;53352;53652;55054;[(46498, 42091, 2790281)]
6CA83DAF8E738F3068043D199FC1960A0C205CDB_8087;41813;41828;1;54074;54374;55190;[(41813, 41828, 2792164)]
6D0E97F1A947F61DFB023EBB6D75A6222C472EC0_8111;41414;41430;1;48715;49015;50020;[(41414, 41430, 2790317)]
6F06E38894BEE89577478E013DA488A3A3A72CA0_8241;42516;42495;1;55143;55443;56722;[(42516, 42495, 2793046)]
715EF0A0B9E19AB5C7C33F358E9A7C0F55FADEF2_8400;41353;43211;1;55407;55707;56768;[(41353, 43211, 2792224)]
7309DAC2DE05F1035B6C998E4501302EA9908F31_8512;43157;43122;1;51223;51523;52446;[(43157, 43122, 2792966)]
7430D2C474ED6493DC6AA3B1A332677ED73176C4_8602;42516;41058;1;55337;55637;57182;[(42516, 41058, 2792110)]
749F00DAB3417D3187E27AE2B8C8C7E4C995C86E_8637;43295;41323;1;56232;56532;58626;[(43295, 41323, 2793790)]
758B00A5D3D4A30BB2756437F12850846DAF73F9_8684;41416;46317;1;48761;49061;50966;[(41416, 46317, 2790317)]
787EDC100176F844809EBA98A0598A3B8589C9DE_8890;41807;42705;1;47759;48059;49022;[(41807, 42705, 2793437)]
7AD86DB144D89FA41E181C8D3BF65057BBD51571_9057;47031;41831;1;53163;53463;55214;[(47031, 41831, 2792164)]
7CB18CB3078C5D727A09E91563012052A30030EE_9207;41863;41806;1;52808;53108;55168;[(41863, 41806, 2793456)]
7D492FF6E49A292D952E707E038FC44DE8B36C16_9261;42826;41058;1;54779;55079;57182;[(42826, 41058, 2792110)]
7EF0E76943638A8AA2537113281E5FA629D6130D_9387;41982;41390;1;56144;56444;57304;[(41982, 41390, 2792224)]
86CDBC033A19DF73A22CB0132822F28F98A05F84_9987;41800;41852;1;52052;52352;54540;[(41800, 41852, 2791078)]
873FDA62AF4CDA17F4606504E4806C1D45F89F72_10030;43148;43507;1;55815;56115;56782;[(43148, 43507, 2792275)]
8865F01F277C1CD0AADEC92D9221D63297F88841_10136;43507;41353;1;57144;57444;59146;[(43507, 41353, 2793790)]
8AFA478CF5435B791273AF913361C4539993B2BC_10323;47031;41807;1;53156;53456;54814;[(47031, 41807, 2792164)]
8CED33C32CAFB0783B0A931145E80C7FF91499F6_10481;41899;41435;1;47921;48221;50132;[(41899, 41435, 2790317)]
9175C5D2EAF5163589472186E2379F45E7C966D9_10824;41290;41302;1;54938;55238;56030;[(41290, 41302, 2792110)]
91F9701725D080791A3D8C063DEC5030EEEDF1AF_10878;41341;41363;1;56826;57126;58056;[(41341, 41363, 2792275)]
932037ECB27DFE42DE56FB626698529E4BC27B95_10980;41842;41796;1;47335;47635;48346;[(41842, 41796, 2793437)]
937649D62619DD1E9361F161B3B071BB569F4CA1_11015;41804;41875;1;52169;52469;54890;[(41804, 41875, 2791078)]
94DC28DE430151E8AA1831E6BCB6B3FAF1DB5E07_11105;41327;41367;1;56548;56848;58150;[(41327, 41367, 2792275)]
959DD5620B715360F37212F50B2A66CCDD973389_11165;45058;42516;1;54680;54980;56226;[(45058, 42516, 2792110)]
96C82974DB08E664249CFF83D584BC2229F99F69_11251;43112;43122;1;52942;53242;54051;[(43112, 43122, 2791585)]
984C4058AEEDFFB392B668E85CC316F18DBE8D54_11363;42568;41612;1;56228;56528;57572;[(42568, 41612, 2792224)]
9C3898D387E6A9DE28022C364A4714FBA61C16B8_11635;43507;41341;1;55914;56214;57720;[(43507, 41341, 2792275)]
9C39F88E6C1AE6B2C9B952E7977FF15CF3B2A005_11637;42481;46013;1;55104;55404;56222;[(42481, 46013, 2790587)]
9DA53AD4550784D3599AF5E0EACACF632EC21731_11751;41867;41080;1;55761;56061;56938;[(41867, 41080, 2792164)]
9E07AB6D8AD2157F056882F5796E5EE6E79FB675_11784;47031;41828;1;53159;53459;55190;[(47031, 41828, 2792164)]
9EBE067DA9B50687EF32C23D196414BDACCE1A1A_11834;41865;41800;1;49149;49449;50183;[(41865, 41800, 2792601)]
9F45D6D506266F2719E4B10BFEB2A43F2E724DAF_11880;41502;41290;1;54641;54941;55836;[(41502, 41290, 2792110)]
9FB8E8C34F8AF1A23EE30D9E4837F5C424F23285_11913;42516;43028;1;55148;55448;57846;[(42516, 43028, 2793046)]
A07C75C231EF3914C44214019020B188F59EB906_11973;45065;41609;1;53073;53373;54162;[(45065, 41609, 2792457)]
A11EC063B760E15F6ABC44206838718A5D74B524_12023;42828;43507;1;56475;56775;58036;[(42828, 43507, 2793790)]
A43F83AF4D3BEB43F7B21B46F1F04FC84FAB7F65_12213;41885;46094;1;50003;50303;51858;[(41885, 46094, 2791283)]
A7538C1617A91D0B54D588A0B1FB8BC2C0B617B7_12436;41895;41263;1;48200;48500;49366;[(41895, 41263, 2790317)]
A7E025412E1B3E7D4803010C5D0773B6B3D0101D_12472;42516;46578;1;54545;54845;56614;[(42516, 46578, 2792867)]
A7ED4FB88C6E58CA7E2E487D64FE7FB8928A06A3_12479;47031;41860;1;53228;53528;56484;[(47031, 41860, 2792164)]
AA29F888203C4FBB55F4FE376E977881DEDBDDC5_12626;42489;42483;1;54907;55207;55920;[(42489, 42483, 2790587)]
AA6F86335C247D6845D6FE674157ECB3A3F393DB_12651;42516;43047;1;55328;55628;57292;[(42516, 43047, 2792110)]
AA835F0AACAB3F6F335DA2C7DD7892C2E538AE95_12663;42516;46586;1;54541;54841;57154;[(42516, 46586, 2792867)]
ABE609386D2A6F11AB0FC251B70B2875B1C6B49E_12749;44156;46144;1;57556;57856;58656;[(44156, 46144, 2792213)]
ABF86A3D99753AB39F98297E1A4EF61088928AAD_12755;43343;43125;1;56974;57274;58404;[(43343, 43125, 2794318)]
ABFF1E79CC4A6850358581FC54E23F6D8B50E7E4_12759;43509;41339;1;56017;56317;57634;[(43509, 41339, 2792275)]
AEFCE7B2A6DC7D5CCF7139A4E1D73BE41925D86B_12960;43507;42455;1;55890;56190;60312;[(43507, 42455, 2792275)]
B0D1B24CFD8BAA94E501EB480907A8C5A11BBF92_13084;41390;41614;1;56424;56724;57540;[(41390, 41614, 2792224)]
B142931069A43600387858105E05A710EA0D27ED_13119;47031;41875;1;51739;52039;54890;[(47031, 41875, 2791078)]
B14618DD2158098E2A854CED78418A33346010F9_13121;43507;42112;1;55921;56221;58858;[(43507, 42112, 2792275)]
B199E66F3BF19E1FB0B231620C40BAEAE3436BF0_13147;43507;41388;1;55900;56200;59708;[(43507, 41388, 2792275), (43507, 41388, 2793790)]
B250D0DFBFB4567417972F8030CF6A055A0E3FD3_13199;41263;41450;1;48476;48776;50584;[(41263, 41450, 2790317)]
B3172433F4A60A810986C4074950525E794A3930_13255;47031;41875;1;53280;53580;56760;[(47031, 41875, 2792164)]
B3239E1F0255CE4FF8714EEBD7C51A35C0A1B8EE_13261;42492;42481;1;54879;55179;55998;[(42492, 42481, 2790587)]
B44321F0647FB822B9D6A9617665C70E901B8996_13334;41842;41807;1;51849;52149;53128;[(41842, 41807, 2791078)]
B46BCF4CE1CE7971DCB7C00181F4780ECFA7B561_13359;45058;43507;1;55136;55436;56782;[(45058, 43507, 2792275)]
B49D621A21169B66CC597B8555D933DF69BE79FF_13379;41395;41327;1;56415;56715;57446;[(41395, 41327, 2792275)]
B5BA8C7E5DBB57A8EBA277B453C351092C86707D_13454;43507;41367;1;55916;56216;58150;[(43507, 41367, 2792275)]
B68CEF6745D0B242D68B0A109E6E352ECD4B5FCD_13493;41865;41353;1;55079;55379;56334;[(41865, 41353, 2792224)]
BA229C92718947F0DCC50957C1C7BC28221917B4_13742;41800;41130;1;49296;49596;50771;[(41800, 41130, 2792601)]
BB48835B6610933BE782F3E9F71C5A0E6D04785B_13809;41825;41815;1;53871;54171;54906;[(41825, 41815, 2793456)]
CBB714D9361DC893D0EC18C01DBA7DBD85DE1C65_14973;41879;41863;1;52631;52931;53700;[(41879, 41863, 2793456)]
CD37290B2E71C3AEE43FEDBC7DFFDFE7AF8558D6_15040;47031;41800;1;53396;53696;54614;[(47031, 41800, 2792164)]
CDD426B17CE7C81B39353D51C2179309450AF8F1_15074;47031;41873;1;51704;52004;54870;[(47031, 41873, 2791078)]
CDFAEEC5800DFD720ABB4622303E1D3D9E67C65D_15091;45058;41341;1;55139;55439;57720;[(45058, 41341, 2792275)]
D1A7F76B18120FA4AAB1A72367B1B2E1734CAC78_15324;47031;41880;1;51706;52006;54964;[(47031, 41880, 2791078)]
D31AE24ED3F4F897B2C8188ED26C36AAB96ECFBF_15439;43148;43507;1;55817;56117;56782;[(43148, 43507, 2792275)]
D3465615EBFA57BA68FFCF5257805D6D3EB84A52_15451;41388;41612;1;56339;56639;57572;[(41388, 41612, 2792224)]
D3664B8D119D24AFD531C3FE28096F3667D4C413_15463;43509;41363;1;56009;56309;58056;[(43509, 41363, 2792275)]
D397CBF19319159F638DA81B4CC0C4B682CD85C4_15474;41842;41804;1;49103;49403;50303;[(41842, 41804, 2792601)]
D4C671C95CD9A2C1D4CB3D44BCBE619FE7FECAB5_15548;41395;42411;1;56417;56717;59974;[(41395, 42411, 2792275)]
D6E7D728CB6EFEF7220D6FB667254453C26E9944_15689;41824;41880;1;54209;54509;56832;[(41824, 41880, 2792164)]
DAC51A1C20A02C24D969D611D2F4EEC1A645614A_15966;41426;41435;1;48990;49290;50132;[(41426, 41435, 2790317)]
DB3C0581FF49B8276D5C1910D69628F8F519FA31_15994;43507;41334;1;57157;57457;58790;[(43507, 41334, 2793790)]
DCFBBD26AA5EA3932E8FAF56E6106AE3AD4B33FE_16108;43509;41380;1;56007;56307;57062;[(43509, 41380, 2792275)]
DEEBA772A176F1DA6AD60D3EAB349EA6CC36A084_16261;43114;43135;1;52975;53275;54278;[(43114, 43135, 2791585)]
E23E68281C938203B30275C93B58B438AE81028F_16501;43507;41390;1;55899;56199;59744;[(43507, 42101, 2792275), (43507, 41390, 2793790)]
E518A1481C5290DB173798EB6B4F780808958D00_16679;42568;41612;1;56230;56530;57572;[(42568, 41612, 2792224)]
E5EFA6686188469B2F9E145D7AE23BE4C1ADE34D_16719;41380;41327;1;57450;57750;58678;[(41380, 41327, 2793790)]
E83C466281653AE544DBCAC1AF910E5526D566A4_16862;41431;41435;1;48287;48587;50132;[(41431, 41435, 2790317)]
EBCEAA4B0827AFC340EA166415619F1B54A5CC8E_17100;42516;46584;1;54551;54851;56894;[(42516, 46584, 2792867)]
EECBABCCE8115ABCFEC1E301C4658300A0FB198C_17356;41937;42003;1;56935;57235;60850;[(41937, 42003, 2793790)]
F0C8548E214AE9EB74CAB89893C831273E1982AE_17508;43509;41327;1;56012;56312;57446;[(43509, 41327, 2792275)]
F1DD34E16981A045C5D9C4A26E510CE90212981E_17575;41421;41435;1;48821;49121;50132;[(41421, 41435, 2790317)]
F242559074DA4252552C32D402D1408707B0A239_17612;43509;42455;1;56005;56305;60312;[(43509, 42455, 2792275)]
F286E81D32CC9375E541BC863458F66ED7F755EA_17637;43438;43393;1;57206;57506;59620;[(43438, 43393, 2794318)]
F2F986D0500F3CDBE7EE3B5951771E4BDCB7041F_17659;43507;41369;1;57139;57439;59424;[(43507, 41369, 2793790)]
F38EE77149239446E95279121A1B3ED558D1F8C6_17695;41015;41819;1;52816;53116;54380;[(41015, 41819, 2790255)]
F4884B8E8367DA4AA69D79C81CDBF0DFD4368360_17770;46398;41847;1;52594;52894;54748;[(46398, 41847, 2790384)]
F7160D28A61FF97EDCE3789131D327CCE25EEE33_17952;41800;42713;1;49294;49594;51197;[(41800, 42713, 2792601)]
FA1DC3BB1886BE776472FB5A2D4A798328978241_18156;43148;41353;1;55819;56119;57902;[(43148, 41353, 2792275)]
FAAD0E5DB5C8541C2ECB07503A6C884236993C26_18187;42718;42713;1;50104;50404;51197;[(42718, 42713, 2792601)]
FBA1C6A3B78C08BB32DDEE6FB31B17B393149E76_18247;47031;41807;1;51734;52034;53128;[(47031, 41807, 2791078)]
FC6B6A5DCFDE490137734CD33EBD184C4A7CB6C1_18314;41937;41348;1;56939;57239;59090;[(41937, 41348, 2793790)]
FCF3A93740E6FA6282EE3BE6B1F39EE9B597326B_18353;42513;42499;1;55082;55382;56996;[(42513, 42499, 2793046)]
FD2BA0793DBEF7F438B497EB1B9679400B18E179_18372;47031;41852;1;53198;53498;56312;[(47031, 41852, 2792164)]
FD6B0FB111671D7AF202B45783992DBB0BE7FC46_18401;41895;41454;1;48204;48504;50790;[(41895, 41454, 2790317)]
FE25DE51723F6D09B2B5BFDE202DCE2EF5BE18F1_18440;41846;41875;1;54812;55112;56760;[(41846, 41875, 2792164)]
