ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
3A3B65FBB8422A5CDCB6625D52E0778DED37B54F_4735;43003;42968;1;64326;64626;65854;[(43003, 42968, 2793283)]
3B30709FC4B1DC0D02F22C66817EAA7D616F426D_4813;41428;41430;1;62664;62964;63600;[(41428, 41430, 2792387)]
3B47CBB35127B1938FF210D4AAE4F6E0ED37C693_4821;48039;41880;1;64103;64403;67296;[(48039, 41880, 2792088)]
3B69CF69425356EBC8E403E8060901B41E75C266_4836;48039;41915;1;64089;64389;65328;[(48039, 41915, 2792088)]
40CE75D563806B22AFE530ED539143AA13D5D3B2_5213;41848;41880;1;65894;66194;67296;[(41848, 41880, 2792088)]
434E1E463B30492DA28AC661597FD2BCDF5FBACB_5358;41568;43081;1;65268;65568;66996;[(41568, 43081, 2793476)]
445F4CA9FF08EA59AE63955E89D18ACDCE389234_5413;41708;41431;1;61195;61495;62948;[(41708, 41431, 2792387)]
448CAEA49073782C9C88E87DE87A05E0E65E6040_5430;42836;41875;1;60752;61052;63308;[(42836, 41875, 2792342)]
456FB1943AF4F3441A0BF876C95E902B7A84B041_5497;41834;41852;1;63037;63337;64508;[(41834, 41852, 2793283)]
461901720C7312F815B1A14006CEF9A564824E47_5568;41708;41314;1;61220;61520;63902;[(41708, 41314, 2792387)]
463D364FA8DED7A77B1390FC36312EF58D531D92_5581;41708;41749;1;62376;62676;66222;[(41708, 41749, 2793476)]
479F5710A633B9998670AE6030D12F35A9044EC6_5679;48039;41875;1;64100;64400;67220;[(48039, 41875, 2792088)]
47D10315611136A4C20A00B85B65AAC6A58C2D5F_5692;42887;42955;1;64173;64473;66126;[(42887, 42955, 2793283)]
47E552DD95B7AA51854FE04D7F11A463B66E125D_5702;41283;41301;1;62143;62443;63198;[(41283, 41301, 2792387)]
4C281070BF3601C6312C22F3AD6C372EC0D4BDC4_5964;41410;41430;1;68006;68306;69266;[(41410, 41430, 2790425)]
4FA223C7F796082B8BC09EB34E810DF9CD5034D4_6192;41807;42912;1;58271;58571;60950;[(41807, 42912, 2794024)]
4FAE82D24029A30BA038124E06679B95350443FF_6200;46054;46057;1;66547;66847;67542;[(46054, 46057, 2792217)]
50E51936AAD380014755EE3FBD54028C43C077F5_6283;41746;42788;1;61008;61308;63296;[(41746, 46102, 2792342), (42253, 42788, 2792062)]
5164B09FE201865AA2DA1D3C570FD705F2CB98F8_6324;41866;41801;1;60421;60721;63128;[(41866, 41801, 2794170)]
533290DC457D8E1C5ED4579481F39EF5FA47CCC2_6452;41897;42888;1;67316;67616;70466;[(41897, 42888, 2790425)]
53AF86204A9E44F8721BB12CA65CE4E37B5DD787_6483;41952;42780;1;63796;64096;66338;[(41952, 42780, 2793248)]
564C02EEC6C78029C018B254E18EDF40332A9F0C_6646;42788;41352;1;62405;62705;64498;[(42788, 41352, 2792062)]
56B9531001EB8C750F13E16C5B15B94D0A15A58D_6676;41899;41414;1;58029;58329;59704;[(41899, 41414, 2790706)]
57D69AADFBFD1592A4576F6C73FA01EDA8891769_6771;42912;43007;1;63874;64174;65160;[(42912, 43007, 2793283)]
59FD6854DF56C324DEC072414945D79528860AF8_6939;41410;41430;1;68011;68311;69266;[(41410, 41430, 2790425)]
5BB7F5A29FD60C81B6E706DAA0E9788DC4945B2C_7032;43116;43144;1;64508;64808;66026;[(43116, 43144, 2794087)]
5EEA564D882867CB62D67060B263FDB1946909A2_7253;41410;41414;1;58680;58980;59704;[(41410, 41414, 2790706)]
60585BD404AED7067D58B6254975D53835D9DCDA_7328;41410;41450;1;68002;68302;69806;[(41410, 41450, 2790425)]
6410C84FDA25705D5F641CA3B550425BA6B431B6_7569;48039;41915;1;64067;64367;65328;[(48039, 41915, 2792088)]
6921F436D7ECB5BB2EBFA7C0BD891DA40E72C651_7874;46035;46039;1;65821;66121;66848;[(46035, 46039, 2792217)]
698B4D457058ADCA684844921323F09B6AB4EF92_7901;42713;41852;1;65526;65826;66862;[(42713, 41852, 2792088)]
6A68D7F6217264B0A910952C2FB16BEB046099A0_7961;41958;41916;1;63761;64061;65370;[(41958, 41916, 2792088)]
6BAE55030551D82BD3CD3A6C5C505DC12B0078F3_8030;41414;41426;1;58776;59076;59984;[(41414, 41426, 2790706)]
6E5C9B771FAB2669D4CEDB6A5038F6EAEEC93C3B_8195;48039;41096;1;64116;64416;66692;[(48039, 41096, 2792088)]
6F7383F4C9129C5F4E0AB3366EE51B06477EB57F_8271;42774;41757;1;65541;65841;66834;[(42774, 41757, 2793248)]
70E272B337EF81AB034644BA2633AC711A155AE3_8370;41669;41314;1;61740;62040;63902;[(41669, 41314, 2792387)]
70F3664874EA7EFA7C2A38D0BE2235252FF95EF1_8375;43295;43930;1;64409;64709;65456;[(43295, 43930, 2793248)]
73D6FD38844A57DD96C8F7D5A57D20A7D23D5849_8570;41431;41426;1;67673;67973;69194;[(41431, 41426, 2790425)]
746199C125F9C91EBA82BB06CE9ABA106D543367_8622;41708;41430;1;61199;61499;63600;[(41708, 41430, 2792387)]
784E24A4E959D39478CA2C4BFDCC0071958D7F67_8872;41957;41658;1;61123;61423;64074;[(41957, 41658, 2794397)]
7C0D8CEF943E1FF7AA7A03CB7E5077ACA631C56E_9138;42901;42972;1;67393;67693;69202;[(42901, 42972, 2793601)]
7F3DD0DDEB5E8E4CA43828063BD1688D1A5BA61B_9407;41952;44070;1;60015;60315;61394;[(41952, 44070, 2792062)]
81CB1DFE517C0D4CB585F848229F5A33B2F87271_9599;41897;42888;1;67318;67618;70466;[(41897, 42888, 2790425)]
81EC63536FD35C52F4A0FA64D2118A24586CAF34_9605;48039;41880;1;64086;64386;67296;[(48039, 41880, 2792088)]
870D0E481239476C3D0008FAE971FF449B5A54EF_10007;48039;41916;1;64082;64382;65370;[(48039, 41916, 2792088)]
881105138_10099;46318;43389;1;64994;65294;66334;[(46318, 43389, 2793966)]
887720445_10149;41263;41414;1;58558;58858;59704;[(41263, 41414, 2790706)]
89FE3FB5A19858C79D280F3551ABBF887349E292_10251;41708;46130;1;61192;61492;64752;[(41708, 46130, 2792387)]
8A3C9F20405ECE302188CE9595CA86EADD314E22_10269;48039;41852;1;64095;64395;66862;[(48039, 41852, 2792088)]
8C0B8819C66439215A26E41CCA6543D97E542E82_10400;41863;41823;1;60470;60770;62618;[(41863, 41823, 2794170)]
8E441B955CCF01EBDE13EC7C9D058F01A71320B8_10587;41897;41263;1;58181;58481;59414;[(41897, 41263, 2790706)]
9405F6F9AAFE17383CB3439A07F6C41806761258_11050;41415;41442;1;66451;66751;67668;[(41415, 41442, 2793966)]
947CBCF4FC7D9EFEC9E53FA03B301FD1496FB112_11082;41897;41414;1;58185;58485;59704;[(41897, 41414, 2790706)]
94C3E76A2712B48158A541209223134B15A9AEE4_11102;46035;46040;1;65818;66118;66892;[(46035, 46040, 2792217)]
95EFC943B3E37FAA65BD556CCBA3BC03ABA6FC9E_11191;48039;41099;1;64106;64406;66522;[(48039, 41099, 2792088)]
99C88D9AED570DF32D003E821C4F16C488991130_11467;41957;46227;1;61125;61425;62996;[(41957, 46227, 2794397)]
99FA2BF0C1DD0F706A6F5A2C32E5A9AF6A1610AA_11487;41428;41481;1;62667;62967;64676;[(41428, 41481, 2792387)]
9C1C907F2461CD98FC94E5C289897E53C99B5603_11624;41289;41749;1;63853;64153;66222;[(41289, 41749, 2793476)]
9CF22F284466F4D4393B216717CECABC47314E3F_11712;46035;46047;1;65824;66124;67222;[(46035, 46047, 2792217)]
A2014B75AB3D44B198D600E69415B63E8319D162_12071;46035;46039;1;65810;66110;66848;[(46035, 46039, 2792217)]
A2404946B6EA0F050B18000FB24416DCE98C049E_12078;41410;46308;1;68004;68304;70002;[(41410, 46308, 2790425)]
A5709D614706D50024876469A0733C7452C76CD9_12300;41028;41099;1;64240;64540;66522;[(41028, 41099, 2792088)]
A642B97838FC5E88BAE214F51692AF38313E9A0B_12358;41056;41063;1;59060;59360;60066;[(41056, 41063, 2794261)]
A74A76B7B27283D994C05009855E8BBC6F9D3540_12434;41425;41409;1;66218;66518;67536;[(41425, 41409, 2793966)]
AA91746C12E71889357A3B24D11248B84246DCF7_12667;48039;42158;1;64078;64378;66056;[(48039, 42158, 2792088)]
AB00F6940C902B6166685734502A2E1F17FBC9ED_12707;41457;41425;1;65180;65480;67100;[(41457, 41425, 2793966)]
ABF38ABF65414D8D94C4F3C227C6591F2CB95900_12753;41028;42160;1;64239;64539;66104;[(41028, 42160, 2792088)]
AC857D57642A0C24ED503059C0A03342B4E07EE5_12801;41431;42146;1;62056;62356;63744;[(41431, 42146, 2792387)]
ACB00BC95DE2E0C03F4F99435FA8AD8A9E930F8E_12814;46307;41479;1;64783;65083;66394;[(46307, 41479, 2793476)]
ACEFE32B41613437647FBBCA9B3224AEB26A5028_12829;41813;46435;1;62646;62946;65564;[(41813, 46435, 2793283)]
B3DF0DA04D18256B4926B8A6D4FC60480EBB0830_13306;46591;46390;1;63460;63760;65126;[(46591, 46390, 2793476)]
B456F91CE8DFF36801299655CAD2F9EBD3778BB2_13346;41413;41896;1;66530;66830;68026;[(41413, 41896, 2793966)]
B45A50DAEBB22D48F331BC904ACB70862CFF8091_13349;41393;42105;1;57699;57999;58734;[(41393, 42105, 2790616)]
B5732C1657DC8E2259F71D861D42203FB978AD89_13444;48039;42158;1;64111;64411;66056;[(48039, 42158, 2792088)]
B6FC7A13FC0483F1A87AA307F8BF7D6191DA1595_13533;42252;42774;1;61668;61968;63048;[(42252, 42774, 2792062)]
B72980F65CA494F4B9BB917E95415EB0BBE4E415_13551;41410;41414;1;67999;68299;68974;[(41410, 41414, 2790425)]
B97E0103D5013CB7EB3310D7EC95B32FFE594F42_13708;41431;46341;1;63373;63673;66720;[(41431, 46341, 2793476)]
BAB6DAD6F3150BEC7CD2F4AEFA0CCACF186436DD_13771;41809;41813;1;62582;62882;63538;[(41809, 41813, 2793283)]
BC3A9314ACB978F6DDA1C3922503583D6CF1ED4C_13902;41813;41833;1;66155;66455;67494;[(41813, 41833, 2793601)]
BE7DBC6930432801297457837B2859AC72954415_14042;42847;42715;1;64591;64891;66226;[(42847, 42715, 2792088)]
C254266FD395D2F432EAA9947063775E10A50755_14308;41451;41423;1;65506;65806;67064;[(41451, 41423, 2793966)]
C35398FB79A394C68142FCB7B39391765EEA7F80_14400;41865;41804;1;62546;62846;63742;[(41865, 41804, 2791206)]
C5F9C569C13806C9AE006BC52DE944DF52F7DA95_14584;42783;42774;1;61895;62195;63048;[(42783, 42774, 2792062)]
C73E12C83C649F4214972EF45F8743913819C77A_14689;41842;41800;1;57838;58138;59020;[(41842, 41800, 2794024)]
CB153759CFD6E6D1E777BA3F80A02AA7CC05D010_14923;41573;41577;1;64939;65239;65932;[(41573, 41577, 2793476)]
D153C0A061488EEAC30D1AF12E0453C66C70DE71_15306;43506;45063;1;57915;58215;59534;[(43506, 45063, 2791567)]
D32CBDA9A2BF348CBEE7ED4A82D40EF2F0FCB4CE_15442;41669;41314;1;61742;62042;63902;[(41669, 41314, 2792387)]
D35D7DD321030688B5D0DAD8499B93027C2DD850_15461;41895;41454;1;67576;67876;70048;[(41895, 41454, 2790425)]
D3815AC8D337BDB3C5D8C1BA6D5C15ED002120EE_15468;41897;41431;1;67314;67614;68564;[(41897, 41431, 2790425)]
D430760335E2869ED4A80D646E6AA9A8ED75E716_15522;41854;42912;1;67025;67325;68176;[(41854, 42912, 2793601)]
D7B1866854B34B54EEB478E049A824CB9CFCC700_15747;41899;41431;1;58025;58325;59300;[(41899, 41431, 2790706)]
D7C079BFFA7CF216C0A1D079238A6162B4988B7F_15750;41455;41425;1;65291;65591;67100;[(41455, 41425, 2793966)]
D90BB9AAECE160D54D6A05D2EBA54F69B6FEF812_15852;43506;45063;1;57917;58217;59534;[(43506, 45063, 2791567)]
DA117F0F25AD0EBB284D8885BCBFDE0F0422216F_15911;48039;41860;1;64110;64410;67022;[(48039, 41860, 2792088)]
DA901BBE13CAC356EB1D96C6A8A0F88BCF3C0F48_15948;42820;46136;1;62551;62851;64972;[(42820, 46136, 2792387)]
DACAE6B5B6DF71A0AFDC014945CF42780CE11548_15968;42253;42788;1;61725;62025;63296;[(42253, 42788, 2792062)]
DADFEA0F5903F735FBABE01E7B22CBC46A170E28_15969;41872;41876;1;60296;60596;63422;[(41872, 41876, 2794170)]
DB1EFF47F9DB3E28E4A52F403DBE0D5AD2ABDA9D_15983;43000;41411;1;64908;65208;67460;[(43000, 41411, 2793966)]
DB8D4DC64F0C592AF0A37802CCE58952CC061E45_16017;41877;41803;1;60201;60501;63082;[(41877, 41803, 2794170)]
DE42A2B8B28C0C4AE5E838037BC150EE57115EFA_16204;41431;41303;1;63376;63676;64536;[(41431, 41303, 2793476)]
E08224C23CD1A819BBAD5BD110282F8A235D9080_16376;43506;41506;1;57922;58222;59598;[(43506, 41506, 2791567)]
E3416126B6C7CEE61D69FF519C22088F5951E17D_16561;41798;41807;1;62227;62527;63366;[(41798, 41807, 2793283)]
E34886104B62B11311F4F6DB37B85428384C45CE_16568;41426;41435;1;59090;59390;60226;[(41426, 41435, 2790706)]
E4977B592619D368F1BDE4B0F26BE7665E73C58F_16644;42598;42504;1;57797;58097;60220;[(42598, 42504, 2794261)]
E85A68CF4C084A29DCF3409398D663EB902D8CC0_16878;43936;42257;1;61354;61654;62688;[(43936, 42257, 2792062)]
EAC4013E94D8FB9E100C358455674DF244D6C41E_17041;41708;42146;1;61187;61487;63744;[(41708, 42146, 2792387)]
ED50AEB89F3DDBFE9D3D255857EDEBC8A5DB0D8A_17234;41809;43007;1;62566;62866;65160;[(41809, 43007, 2793283)]
EE8709ED0EE9137268A59DA74D709FE31B7260DA_17327;43007;46316;1;64746;65046;65992;[(43007, 46316, 2793966)]
F265A0115FA0002C2FA499BFAE30B16A02DD97B2_17627;42255;41876;1;65297;65597;67858;[(42255, 41876, 2793248)]
F342D75E69C23743AC8D788EC6F5411F114DE939_17679;41708;41291;1;62374;62674;64600;[(41708, 41291, 2793476)]
F377B170906C35A66521ECC8D6DA341E4BB973FA_17688;43003;42968;1;64323;64623;65854;[(43003, 42968, 2793283)]
F8A65B7400D2F672E2A7465D580BF9CBC0669E7B_18062;48039;41916;1;64084;64384;65370;[(48039, 41916, 2792088)]
F9132CC1E7A7D8C6310D8C2F9102196128C76458_18091;41842;41831;1;62507;62807;64306;[(41842, 41831, 2791206)]
FA22EF378C44338392E7AAA5A41D862F667B9C35_18159;42257;41799;1;61804;62104;64718;[(42257, 41799, 2792062)]
FCA8992AF7304F3D4CE9265105E4EB5F971D8CF0_18334;48039;41092;1;64060;64360;66590;[(48039, 41092, 2792088)]
FCC8B05870A1F98CC69A39B0F9687594E0F125CC_18343;41708;42148;1;62378;62678;65158;[(41708, 42148, 2793476)]
FE8B09828C2ED14B38AF427176E13734C5EEA222_18459;41263;41416;1;67852;68152;69030;[(41263, 41416, 2790425)]
FF7AAA9E8FD11B6E29664D043ED4F88507D97000_18544;43510;42833;1;57864;58164;59238;[(43510, 42833, 2791567)]
