trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
2790317,48502,48535,41899,1,0,0,1.846
2790317,48632,48636,41897,2,0,0,2.735
2790317,48788,48817,41895,3,0,0,4.154
2790317,48882,48903,41431,4,0,0,5.193
2790317,49065,49091,41263,5,0,0,5.676
2790317,49153,49175,41461,6,0,0,5.99
2790317,49205,49210,41463,7,0,0,6.26
2790317,49220,49238,41410,8,0,0,6.405
2790317,49255,49270,41412,9,0,0,6.623
2790317,49297,49324,41414,10,0,0,6.95
2790317,49350,49383,41416,11,0,0,7.264
2790317,49402,49405,41417,12,0,0,7.523
2790317,49417,49429,41421,13,0,0,7.719
2790317,49458,49538,41424,14,0,0,8.072
2790317,49561,49599,41426,15,0,0,8.377
2790317,49698,49700,41428,16,0,0,8.609
2790317,49720,49734,41430,17,0,0,8.912
2790317,49747,49761,41433,18,0,0,9.093
2790317,49832,49854,41435,19,0,0,9.32
2790317,49873,49905,41437,20,0,0,9.507
2790317,49931,49971,41439,21,0,0,9.885
2790317,49983,49986,41441,22,0,0,10.071
2790317,50044,50047,43266,23,0,0,10.788
2790317,50066,50111,41444,24,0,0,11.036
2790317,50127,50130,46424,25,0,0,11.271
2790317,50142,50144,46307,26,0,0,11.479
2790317,50164,50183,41446,27,0,0,11.786
2790317,50202,50221,41448,28,0,0,12.04
2790317,50282,50303,41450,29,0,0,12.436
2790317,50314,50332,43390,30,0,0,12.592
2790317,50347,50349,41452,31,0,0,12.809
2790317,50403,50422,46308,32,0,0,13.588
2790317,50489,50509,41454,33,0,0,13.886
2790317,50535,50538,46620,34,0,0,14.134
2790317,50563,50567,41456,35,0,0,14.276
2790317,50582,50585,41458,36,0,0,14.54
2790317,50664,50668,46317,37,0,0,15.014
2790317,50689,50710,46277,38,0,0,15.363
2790317,50725,50737,46278,39,0,0,15.558
2790317,50781,50863,46319,40,0,0,15.998
2790317,50881,50888,42999,41,0,0,16.169
2790317,50909,50919,43002,42,0,0,16.351
2790317,50947,50956,43004,43,0,0,16.66
2790317,51016,51044,43008,44,0,0,16.973
2790317,51064,51082,42886,45,0,0,17.228
2790317,51093,51101,42888,46,0,0,17.38
2790317,51118,51123,41548,47,0,0,17.582
2790317,51128,51131,41550,48,0,0,17.699
2790317,51139,51146,41552,49,0,0,17.842
2790317,51159,51167,41554,50,0,0,18.03
2790317,51183,51186,41544,51,0,0,18.249
2793456,52969,53076,41893,1,0,0,0.54
2793456,53099,53102,41891,2,0,0,0.762
2793456,53114,53116,41890,3,0,0,0.97
2793456,53123,53125,41888,4,0,0,1.109
2793456,53136,53139,46437,5,0,0,1.303
2793456,53150,53158,41885,6,0,0,1.489
2793456,53176,53179,41883,7,0,0,1.759
2793456,53202,53211,41881,8,0,0,2.149
2793456,53223,53228,41879,9,0,0,2.337
2793456,53252,53265,41877,10,0,0,2.542
2793456,53275,53278,41874,11,0,0,2.7
2793456,53289,53292,41872,12,0,0,2.892
2793456,53309,53311,41870,13,0,0,3.171
2793456,53318,53333,41868,14,0,0,3.279
2793456,53362,53377,41866,15,0,0,3.551
2793456,53398,53420,41863,16,0,0,3.814
2793456,53453,53464,41861,17,0,0,4.229
2793456,53481,53489,41859,18,0,0,4.431
2793456,53509,53525,41857,19,0,0,4.688
2793456,53556,53563,41855,20,0,0,4.983
2793456,53669,53702,41853,21,0,0,5.282
2793456,53734,53751,41851,22,0,0,5.625
2793456,53980,54011,41850,23,0,0,5.886
2793456,54061,54081,41847,24,0,0,6.306
2793456,54096,54112,41845,25,0,0,6.467
2793456,54132,54135,41843,26,0,0,6.747
2793456,54188,54214,41835,27,0,0,6.957
2793456,54240,54243,41838,28,0,0,7.307
2793456,54256,54265,41836,29,0,0,7.499
2793456,54276,54285,41840,30,0,0,7.652
2793456,54319,54322,41832,31,0,0,7.948
2793456,54328,54343,41830,32,0,0,8.063
2793456,54444,54447,41827,33,0,0,8.707
2793456,54466,54518,41825,34,0,0,8.95
2793456,54535,54537,41823,35,0,0,9.207
2793456,54549,54552,41821,36,0,0,9.424
2793456,54566,54579,41819,37,0,0,9.649
2793456,54599,54620,41815,38,0,0,9.883
2793456,54713,54735,41816,39,0,0,10.133
2793456,54751,54754,41812,40,0,0,10.368
2793456,54795,54809,41810,41,0,0,10.596
2793456,54833,54849,41808,42,0,0,10.896
2793456,54860,54879,41806,43,0,0,11.047
2793456,54900,54903,41803,44,0,0,11.327
2793456,54928,54956,41801,45,0,0,11.552
2793456,55034,55052,41799,46,0,0,11.795
2793456,55078,55111,41797,47,0,0,12.067
2793456,55150,55155,41795,48,0,0,12.305
2793456,55187,55190,41876,49,0,0,12.588
2790281,53729,53732,46490,2,0,0,0.522
2790281,53747,53751,46491,3,0,0,0.695
2790281,53776,53792,46492,4,0,0,1.017
2790281,53821,53829,46493,5,0,0,1.404
2790281,53853,53857,42187,6,0,0,1.696
2790281,53882,53887,42229,7,0,0,1.957
2790281,53905,53908,46496,8,0,0,2.231
2790281,53926,53929,46497,9,0,0,2.497
2790281,53953,53953,46498,10,0,0,2.745
2790281,53998,54012,45068,11,0,0,3.191
2790281,54029,54031,46333,12,0,0,3.467
2790281,54044,54047,46334,13,0,0,3.715
